cif,formula,energy
OQMD-8214497.vasp,Cl6Rb2Ru1,-13.23446964
OQMD-7752265.vasp,P2S2Zr2,-29.85754179
OQMD-9764442.vasp,I28W12,-73.69166509
OQMD-2001812.vasp,B12Li4,-81.18662877
OQMD-8483170.vasp,Co4Cu2Te8,-20.02808757
OQMD-9069503.vasp,Be2Br4,-12.52941976
OQMD-2364641.vasp,F28Rb4Sb8,-111.1001206
OQMD-9713709.vasp,N4O18Pb4Se2,-117.4608703
OQMD-8300017.vasp,F6Li1W1,-11581.31890028
OQMD-183282.vasp,In2Ni3S2,-8.30993804
OQMD-1090960.vasp,B2H8Na2,-43.30719305
OQMD-7760147.vasp,K1Ni2P2,-8.78481512
OQMD-333808.vasp,Lu2O8P2,-76.26533839
OQMD-46596.vasp,B4Mo2,-33.89845931
OQMD-8371875.vasp,Cl6Lu2,-23.4361446
OQMD-7843513.vasp,Na1Ni1O9P3,-68.42253147
OQMD-185922.vasp,Al2Cd2Cl8,-17.23785704
OQMD-7818997.vasp,Nb2O6Pb1,-56.20429788
OQMD-9792126.vasp,Cu4P40,-165.18529522
OQMD-9791951.vasp,B2Cs2I28Zr12,-96.71752122
OQMD-38320.vasp,Bi1I1Te1,-3.47686212
OQMD-1287647.vasp,I10La4,-27.37292029
OQMD-8158135.vasp,C2La2,-22.07428625
OQMD-185068.vasp,Br2H8N2,-44.41399567
OQMD-177865.vasp,Co2O6Ti2,-57.90351472
OQMD-2073222.vasp,O24Rb2Se4V6,-170.78586039
OQMD-6526207.vasp,Ir1O4Rh1,-25.02257569
OQMD-2016259.vasp,As16Ge8,-44.35334182
OQMD-8695560.vasp,I6Sn3,-6.44013082
OQMD-2028541.vasp,Hg12I8S8,5.62170258
OQMD-9685676.vasp,Nb4Pd2S10,-68.57031131
OQMD-2056454.vasp,Ni18S16,-45.85267769
OQMD-6596876.vasp,Mo1S4W1,-24.56457145
OQMD-7787943.vasp,Br2H2Yb2,-17.24000404
OQMD-759501.vasp,F12Mg4Na4,-67.08171205
OQMD-9628354.vasp,Ge2Hf2Te2,-25.15744611
OQMD-184306.vasp,N4Nb4O4,-88.51194841
OQMD-2003668.vasp,S18Ta6,-114.40281708
OQMD-1083689.vasp,Ge2Mg2Mn2,-12.13770808
OQMD-7782845.vasp,Br2O1Ru1,-9.5878362
OQMD-177869.vasp,Mg2P8,-36.26252791
OQMD-7785525.vasp,C1Ta2Te2,-28.37364484
OQMD-62500.vasp,I6Sb2,-4.74969466
OQMD-4740601.vasp,As2Ba3,-10.87860016
OQMD-184253.vasp,Li4O6Si2,-65.99354351
OQMD-61939.vasp,K2O4Sb2,-29.19873461
OQMD-7771205.vasp,Cu6Ge2Mg4,-6.23996346
OQMD-1910552.vasp,O2Th1,-24.6662065
OQMD-2004406.vasp,Ba8Cd4S12,-61.45627121
OQMD-8243094.vasp,B2Cr2O6,-59.25442902
OQMD-4702251.vasp,Sb2Si2Te6,-21.69342468
OQMD-7787973.vasp,Br6Rb2,-4.4587656
OQMD-7743385.vasp,P6Yb2,-36.41662398
OQMD-4116183.vasp,La4,-10.03120556
OQMD-48014.vasp,Cl2La2O2,-31.23574898
OQMD-2003797.vasp,O16Te8,-87.67776519
OQMD-9443208.vasp,Cl8Hg2Rb4,-11.45720206
OQMD-7739749.vasp,Cl6Na2Sn2,-17.66775499
OQMD-45191.vasp,K2Pt1S2,-9.64987453
OQMD-8205991.vasp,Ge2O12Se4,-73.07995124
OQMD-1828577.vasp,Au1,-1.49733269
OQMD-49122.vasp,Mg2Na2Sb2,-8.57628527
OQMD-7923663.vasp,Ag3S4V1,-14.51954152
OQMD-2364584.vasp,Mg24Sb16,-53.74541743
OQMD-1926112.vasp,Ge2O14P4,-110.17195609
OQMD-1286766.vasp,I6Os2Pr6,-37.91183039
OQMD-1283122.vasp,Ag2Cr4Te8,-20.95559466
OQMD-2004385.vasp,Cu10K4Te10,-13.75204359
OQMD-7751769.vasp,Ce1I2,-5.54244173
OQMD-8633675.vasp,K2O12Te4,-64.67533802
OQMD-9677779.vasp,Cs2Hg3I8,3.92229227
OQMD-9756532.vasp,K8O16Pb8,-94.72354305
OQMD-2023888.vasp,Ce8I8S8,-80.24466554
OQMD-9773551.vasp,C4H12K8O18,-185.500237
OQMD-7769995.vasp,Au1Co1S2,-8.0746947
OQMD-7788425.vasp,Br4Cu1Fe1,-2.15868581
OQMD-1989179.vasp,Mn5O13Sr5,-100.05367629
OQMD-7751315.vasp,F6K2Ru1,-22.00504745
OQMD-2016268.vasp,F16Na4Sb4,-69.93343406
OQMD-3780475.vasp,Pd4Se6,-17.6844475
OQMD-8518888.vasp,Nb6Pd2S12,-91.80731921
OQMD-8337363.vasp,Mn4S4Te4,-29.62826965
OQMD-5235177.vasp,Nb4Ni6S16,-69.15258083
OQMD-1285474.vasp,Bi4Rh6S4,-35.88606146
OQMD-1775328.vasp,P4S12Zr2,-68.63846186
OQMD-1901658.vasp,O2Rb1,-8.26999579
OQMD-46385.vasp,Ge4Zr2,-24.93685025
OQMD-403406.vasp,Au2Na6S4,-22.07597946
OQMD-1187690.vasp,O4Pt2,-21.2861076
OQMD-7739317.vasp,Al2As2O6,-53.35196769
OQMD-4145397.vasp,Hf1S1,-10.81031334
OQMD-59892.vasp,Pd6Tl2,-7.3603234
OQMD-184706.vasp,Ag4Te4Tl4,0.94073839
OQMD-4117568.vasp,K2,2.46952212
OQMD-3719579.vasp,Br1Na1,-2.07511729
OQMD-7788997.vasp,C2Cs2H2O6,-58.83557429
OQMD-2502413.vasp,Mg12,4.9709809
OQMD-8337357.vasp,Cr4S4Te4,-33.84660516
OQMD-41991.vasp,Pt2S2,-10.46032464
OQMD-7773129.vasp,I2O4Ta2,-41.48716936
OQMD-9637013.vasp,Hf4N2,-49.0415247
OQMD-4737442.vasp,Cu2Ga2S4,-18.32259644
OQMD-9810458.vasp,C8H4K20N16,-190.86307256
OQMD-1924787.vasp,Cu2K4Nb2Se8,-37.71590976
OQMD-45448.vasp,Cl2F2Sr2,-19.03561177
OQMD-6590322.vasp,Hf2Mo4,-26.87797131
OQMD-1225569.vasp,Al4Cl16Li4,-59.16073348
OQMD-5229471.vasp,Ag3Cd1,3.32789685
OQMD-7923705.vasp,Ag3Se4V1,-11.13717061
OQMD-9909645.vasp,C38Sc30,-413.10540869
OQMD-7787141.vasp,F6Pb1Zr1,-30.51454748
OQMD-8344527.vasp,Ag6O8Sr2,-35.20196434
OQMD-8367066.vasp,Ho2I2S2,-19.71005646
OQMD-7782377.vasp,Cr2La2O8,-68.92398503
OQMD-8186563.vasp,Br4I4Pd4,-5.28642144
OQMD-8516571.vasp,F12Fe2Li4,-50.85909649
OQMD-2325769.vasp,S24Tm16,-181.91161257
OQMD-5235598.vasp,P4S16Sc4,-91.88255457
OQMD-8105863.vasp,Br6In2,-7.85862687
OQMD-812068.vasp,H8Mg6O18Si4,-187.22868985
OQMD-7667885.vasp,Ba8Rh2,-4.73606883
OQMD-9876056.vasp,Ag124Zn1,92.1339657
OQMD-184517.vasp,O8P2Tl2,-53.81858261
OQMD-9099160.vasp,Ga2Li2Se4,-21.71120558
OQMD-4115895.vasp,Os2,-11.77689582
OQMD-2076746.vasp,B10O21Pb6,-215.32542966
OQMD-9397425.vasp,Bi2In2,-2.22200905
OQMD-3298612.vasp,As8S24Tl24,-109.8619693
OQMD-5185814.vasp,H4Na4O4,-44.25241002
OQMD-8205450.vasp,F8Fe2Li2,-33.37128174
OQMD-2357292.vasp,F8H20In4N8,-163.91095052
OQMD-9170555.vasp,I2Np2,-21.97550095
OQMD-1940960.vasp,Cl4O10Sb8,-80.79298297
OQMD-2323706.vasp,Li2Pd1Sb1,-6.92076992
OQMD-3498986.vasp,I12O36Sm4,-178.72522797
OQMD-9204579.vasp,C1H2Zr2,-27.12586231
OQMD-185081.vasp,I4S4Sb4,-12.04381364
OQMD-4745482.vasp,Br6Mo1Rb2,-10.06745082
OQMD-349420.vasp,As4Ni4Se4,-23.85988863
OQMD-9440867.vasp,Br8Hg3Rb2,-0.75875762
OQMD-3506004.vasp,Bi48Rh12,-99.09518177
OQMD-4116305.vasp,Sm4,-8.75370733
OQMD-1919788.vasp,Fe2Nb6S12,-94.73755599
OQMD-7733905.vasp,Br6Rb2Sr2,-16.63240095
OQMD-9444100.vasp,Br8Cd1Na6,-20.42296876
OQMD-7733059.vasp,I2Sc2Se1,-12.93737608
OQMD-5226256.vasp,Al4O12Te2,-93.25473858
OQMD-7754977.vasp,Cl4O2Os1Rb2,-22.42745756
OQMD-8165033.vasp,Au1Ir1S2,-9.77563591
OQMD-5246349.vasp,S20Si8Tl8,-110.74445891
OQMD-5173420.vasp,Ba32Se32,-189.98024299
OQMD-184841.vasp,I8Pd4,-3.49450761
OQMD-8416321.vasp,Au4K4Se4,-8.59466136
OQMD-9945308.vasp,Cd8K8O48S12,-283.82291795
OQMD-8160503.vasp,H2Se2Zr2,-25.24752894
OQMD-7780025.vasp,Ag4As4S8,-33.38829873
OQMD-9685005.vasp,Ge6V10,-60.71569694
OQMD-1889287.vasp,Cl4,-0.81310073
OQMD-6756731.vasp,Hf1I6Ti1,-17.79359228
OQMD-5182421.vasp,Cu2O12P4,-87.17279987
OQMD-8692688.vasp,Cl4O2Ta2,-37.74733197
OQMD-1928648.vasp,F8O8S4,-65.58082141
OQMD-6756974.vasp,I6Ti1Zr1,-16.29794785
OQMD-7779409.vasp,Se10Ti2,-38.69077609
OQMD-9508134.vasp,Cl4K2,-6.46568822
OQMD-7762351.vasp,Br2S2Sc2,-21.53193017
OQMD-9397083.vasp,In1Pt3,-7.78513599
OQMD-1768595.vasp,Ge10Sm6,-58.55016024
OQMD-9187638.vasp,Bi2Se3,-10.51716566
OQMD-9806024.vasp,Cu2Te2,-2.26992214
OQMD-2025623.vasp,Cr2Nb8S16,-129.18617022
OQMD-9508483.vasp,Cs2F4,-8.57450784
OQMD-62666.vasp,Dy2O2P2Zn2,-30.93521264
OQMD-8501870.vasp,Ag2F12Re2,-40.666381
OQMD-3704609.vasp,Bi1Sc1,-0.66291161
OQMD-7762509.vasp,Na3Nb1S4,-25.85998741
OQMD-7776089.vasp,H1S1Y1,-13.47136386
OQMD-7783295.vasp,K4S6Zr2,-37.4829758
OQMD-3706666.vasp,N1Zr1,-13.99867154
OQMD-2074858.vasp,N8O24Pb4,-161.1709026
OQMD-1770981.vasp,B4Ca2H16,-84.60489613
OQMD-179375.vasp,Hg2O6V2,-38.81740372
OQMD-5237214.vasp,Rh8Se12,-51.53798285
OQMD-7754695.vasp,Ag2I4Mn1,0.07683044
OQMD-9585942.vasp,F6I1Rb1,-13.61120173
OQMD-9905502.vasp,F12Ga4H36N12,-273.07623433
OQMD-7753537.vasp,F2O4Ta2,-51.71372935
OQMD-7776129.vasp,Br6Mn2,-8.86678845
OQMD-9364178.vasp,Gd3S3,-27.00264666
OQMD-3495471.vasp,K12P44,-184.8806783
OQMD-50958.vasp,Mn4P4,-28.38954698
OQMD-9004065.vasp,Cr4Ga4S12,-62.96798732
OQMD-2003914.vasp,Au4Cl4O12Se4,-56.52089002
OQMD-7787977.vasp,Br6In2Pb2,-11.68502987
OQMD-1941102.vasp,Cd2O8Tl4,-32.55924976
OQMD-35733.vasp,Mn1V1,-7.01107247
OQMD-9827149.vasp,Ag4Ba16In4S24,-139.78493555
OQMD-1768491.vasp,Cu4K2S8V2,-37.50516633
OQMD-9763919.vasp,K16Tl22,12.73149287
OQMD-9365827.vasp,Bi3Ho3,-15.41456042
OQMD-9093054.vasp,H2Se1Zr1,-16.48212124
OQMD-2344997.vasp,Ag20Bi4O16,-60.63205354
OQMD-8160087.vasp,F2H2,-12.578965
OQMD-177867.vasp,K4Se6,-15.41214666
OQMD-9834187.vasp,I36Mo12,-44.3734334
OQMD-9182812.vasp,Br10Ta2,-25.85359044
OQMD-8620893.vasp,Au8Sr8,-0.68639602
OQMD-1893685.vasp,Ge1Mg2,-2.27035373
OQMD-9179746.vasp,Ag4Br4,0.768209
OQMD-9667200.vasp,Hg2Pt4Se6,-18.43914603
OQMD-7671463.vasp,Al4Pd20,-36.96203545
OQMD-45307.vasp,C1K2N2,-22.52638155
OQMD-50296.vasp,Cd1K4P2,-3.74620349
OQMD-7753797.vasp,Ba2Ni2Si2,-9.68528076
OQMD-7764091.vasp,As2Te2Zr2,-22.66319271
OQMD-2004392.vasp,As6Na18,-34.33596034
OQMD-1890662.vasp,S1Y1,-10.2841219
OQMD-9994814.vasp,K8O56P16Zn12,-415.5122307
OQMD-7781639.vasp,F8Ga2Tl2,-32.38320376
OQMD-9665272.vasp,C4Ti6,-76.88689013
OQMD-58436.vasp,S6Zr2,-34.71181103
OQMD-49477.vasp,As4V2,-22.15892486
OQMD-9784256.vasp,Er4Si4,-32.71724602
OQMD-1905699.vasp,Ba2F8Ni2,-32.67049392
OQMD-8211255.vasp,Ag1F3,-2.00048914
OQMD-9690749.vasp,Cl10K4O1Ru2,-31.29567324
OQMD-1767862.vasp,Cs4S12,-39.89350197
OQMD-1772215.vasp,Fe4O12Te2,-70.08922505
OQMD-8354665.vasp,Ga2Mg1S4,-20.84025216
OQMD-7742709.vasp,C2Se2Ti4,-53.58381021
OQMD-7769043.vasp,Br6Ho2,-18.7890336
OQMD-8942872.vasp,Ag4Cl4Te8,-12.11519797
OQMD-55246.vasp,Ba2S4Zr1,-28.41266405
OQMD-9215531.vasp,Al1Cr5S8,-48.31862301
OQMD-180890.vasp,I4Te4Th2,-23.42767869
OQMD-3717707.vasp,As1Tm1,-7.05999527
OQMD-33925.vasp,V1,-4.88911836
OQMD-210137.vasp,Li4O10Si4,-104.80803244
OQMD-9434081.vasp,F4In4S4,-31.07946424
OQMD-183188.vasp,Al2Cd1Te4,-11.0976972
OQMD-7789711.vasp,Ca2Sb2,-8.42997877
OQMD-7746767.vasp,Br4Cl4Nb2,-23.94388078
OQMD-8326008.vasp,Br2C1Lu2,-19.17925947
OQMD-7824665.vasp,As2Ba1F12,-41.77682332
OQMD-5188024.vasp,B4Ba6O12,-126.24174171
OQMD-7673491.vasp,Cd2Cs2F6,-16.36834477
OQMD-9234317.vasp,Br6V3,-15.7168335
OQMD-2026321.vasp,Rh12Si16,-117.99005662
OQMD-2017578.vasp,Hg8O12Se4,-41.60094161
OQMD-9742143.vasp,Hf6O1,-43.93723059
OQMD-9035771.vasp,In8Ni12,-0.85515343
OQMD-48289.vasp,Fe3Sn3,-3.47847422
OQMD-2026869.vasp,Nb4O20P4,-176.51314199
OQMD-9837597.vasp,C8I24Sc16,-146.84507788
OQMD-9412823.vasp,Fe5Ge1,-3.60895284
OQMD-8422069.vasp,Nb2Pd2Te10,-32.14761648
OQMD-8367046.vasp,Br2S2Ti2,-25.52706691
OQMD-7844435.vasp,Ag2F2O6S2,-36.92815915
OQMD-2070379.vasp,As6Cr6O24,-168.70131397
OQMD-9783212.vasp,Ge4Pt4,-23.79882531
OQMD-5175376.vasp,Cl32Sn8,-51.59230644
OQMD-9089614.vasp,Al2Cd1Se4,-16.30965684
OQMD-9711499.vasp,O18Te3Tl6,-86.50783921
OQMD-6757376.vasp,Br5Cl1V2,-14.0965676
OQMD-7779431.vasp,K4Te6Ti2,-25.57881446
OQMD-9441258.vasp,Cl8Hg3Rb2,-4.87752959
OQMD-185393.vasp,N4O8,-56.43652003
OQMD-9434556.vasp,Cl8Cs2I2,-8.26415694
OQMD-50628.vasp,F4Hg1Rb2,-10.27638236
OQMD-4736447.vasp,As12Ga8Na12O48,-349.53933643
OQMD-3705883.vasp,O1Yb1,-10.89787719
OQMD-9734913.vasp,Co1Pt1,-3.64702534
OQMD-7783885.vasp,Br6Dy2,-18.81092615
OQMD-9779810.vasp,Ba8Cu12O24,-137.70172531
OQMD-9423848.vasp,Ba1O6Ta2,-62.73807543
OQMD-62448.vasp,Ag2Ga2Se4,-13.14998832
OQMD-2056697.vasp,Nb4O24P6,-212.00582904
OQMD-8130285.vasp,Hg2S8Sb4,-29.03361217
OQMD-4115101.vasp,Cr1,-5.20098267
OQMD-9336111.vasp,Ir3Mn1,-13.19905433
OQMD-2044742.vasp,Cu8Rb4Ta4Te16,-55.4747418
OQMD-2024462.vasp,F18La6,-113.54521584
OQMD-1768812.vasp,Ga12Os4,-48.90781144
OQMD-178650.vasp,Cr3Se4,-20.12382951
OQMD-3527025.vasp,Ca8K8O48S12,-339.82474462
OQMD-1281917.vasp,Cu2Ge8Hf4,-55.00143515
OQMD-1771560.vasp,H8Na2O16P2S2,-139.32957965
OQMD-48117.vasp,Ge2Te2Zr2,-22.49870425
OQMD-1772196.vasp,O12V4W2,-106.70992323
OQMD-9767187.vasp,Al8Br28K4,-64.97086942
OQMD-9824743.vasp,Ge8Te24Tl16,-67.36137985
OQMD-3523288.vasp,As8O48S12,-296.127908
OQMD-2522829.vasp,Li8Mn10O24,-189.10418603
OQMD-9813384.vasp,K4Mo8O32Y4,-261.50120783
OQMD-49045.vasp,Cl2In2O2,-17.37243455
OQMD-179272.vasp,N4S2Zr4,-68.26902432
OQMD-7750747.vasp,Pb7Rh5,-19.80717522
OQMD-9818360.vasp,H6P2,-28.04470946
OQMD-3033991.vasp,Li2Pd3Sb2,-14.76967151
OQMD-9669935.vasp,Ge4Li2N6,-63.21392705
OQMD-1287998.vasp,Au2O8Sr5,-54.03049505
OQMD-2293985.vasp,La16O24,-256.78867862
OQMD-9476204.vasp,F12Tl4Zr2,-60.58068424
OQMD-9841937.vasp,Mn4O36P12,-284.80928359
OQMD-7884947.vasp,Ba2C12,-99.01761789
OQMD-10049328.vasp,B40K8O64,-721.04254913
OQMD-7773679.vasp,Ga4I4Se4,-19.35204996
OQMD-3291197.vasp,Mo4O32P8Pb4,-253.68895072
OQMD-2070515.vasp,I8O24Zn4,-91.76616009
OQMD-1278544.vasp,C1Ti1,-14.79750681
OQMD-8685148.vasp,C2O2Sc4,-47.26647962
OQMD-9395636.vasp,H1O1Y1,-18.26088851
OQMD-349400.vasp,Ni4P4S4,-31.92979938
OQMD-3669843.vasp,Mg1Ni1Sn1,-0.01421522
OQMD-8576989.vasp,Ag6In2,5.11416848
OQMD-9608030.vasp,N1Ni3Zn1,-3.82033322
OQMD-7760697.vasp,C1Nb2Te2,-25.99787489
OQMD-1919543.vasp,F8O4Pb8,-57.85279876
OQMD-1925428.vasp,O10Pb6Se2,-63.90768731
OQMD-3483841.vasp,B24Ca2H24,-240.6771471
OQMD-38588.vasp,K2Se1,-2.95681916
OQMD-7789085.vasp,Cs1F2H1,-10.78960879
OQMD-9478466.vasp,F12Hf2Na4,-74.104612
OQMD-9766522.vasp,Cl26Mo12Na2,-91.36285893
OQMD-9093327.vasp,In2Se4Zn1,-11.84510451
OQMD-185433.vasp,K6S6,-21.82100075
OQMD-9094865.vasp,Cl4K2Pd1,-9.01127572
OQMD-182269.vasp,Au1Cr1Te4,-7.93710159
OQMD-9705011.vasp,Ga4P4S16,-75.4519071
OQMD-9716717.vasp,N16Zr15,-229.60192093
OQMD-8522247.vasp,Br12Ga4Tl4,-22.33823622
OQMD-51008.vasp,Au2K2Se4,-4.95763029
OQMD-1768090.vasp,N10P6,-99.20720853
OQMD-1770062.vasp,Cl2Re6Se8,-69.76876294
OQMD-8206798.vasp,P4Pb4S12,-61.34288595
OQMD-1901515.vasp,Ca2N1,-8.78995845
OQMD-7770839.vasp,Cu4I4Se8,-14.43219547
OQMD-7755551.vasp,Cl4Co2,-6.68194921
OQMD-8633678.vasp,O12Rb2Te4,-65.14446056
OQMD-776576.vasp,H4Mg2O10S2,-82.61399049
OQMD-8615796.vasp,Pt10Sb4,-31.45295544
OQMD-1890436.vasp,Li3Sb1,-7.9173387
OQMD-5249575.vasp,Ge8O20Rb8,-146.8459285
OQMD-1771478.vasp,H8O16U4,-174.65764679
OQMD-2017488.vasp,Bi6K18,3.44753519
OQMD-6974178.vasp,F50I10,-84.73603083
OQMD-184783.vasp,As8Pd4,-34.59180248
OQMD-9436887.vasp,Hg2O8S2,-39.07834893
OQMD-7760345.vasp,Fe2P2Pd2,-13.80479364
OQMD-9180433.vasp,Ho4Te4,-24.08541656
OQMD-7786719.vasp,F6Hf1Li2,-40.18636458
OQMD-8623835.vasp,Ag4Cl4Se8,-16.83589089
OQMD-9065472.vasp,Br4Cu2,-0.81172929
OQMD-2026957.vasp,Hg12I8Te8,15.88051051
OQMD-8271431.vasp,Cl6Cs2Ru1,-13.212775
OQMD-9637775.vasp,B4W2,-37.77363398
OQMD-9431960.vasp,K2Mo2O7,-49.49590719
OQMD-2003540.vasp,Au8Br8Se8,-11.09784267
OQMD-49836.vasp,Li4P2Sr1,-19.9282892
OQMD-1919502.vasp,C12Pr8,-122.05738946
OQMD-9182280.vasp,Ca5I10,-19.08916897
OQMD-8159075.vasp,Ga2Ge2I2,-10.71958358
OQMD-5173654.vasp,Br32Te8,-22.77234953
OQMD-7668779.vasp,As2Au2,-5.09646491
OQMD-7734471.vasp,Hg2O6Sb2,-30.47656191
OQMD-1654048.vasp,P12Sr4,-58.36288192
OQMD-185312.vasp,Ir4S4Sb4,-42.83190401
OQMD-9462616.vasp,Ni4S8Zr4,-58.33310905
OQMD-2004756.vasp,Er2Na2O16S4,-118.8201833
OQMD-7754487.vasp,P4Rh4S4,-48.66172338
OQMD-2362392.vasp,Fe4Li6O24P6,-200.94890273
OQMD-2027636.vasp,Bi4O18Sr2Ta4,-162.94331805
OQMD-2035211.vasp,Au4Bi8O20,-101.53715099
OQMD-186048.vasp,In4Pd8,-18.0723068
OQMD-9434700.vasp,Ag6Te4Tl2,-1.984217
OQMD-8114755.vasp,Br8Mn4,-15.39200869
OQMD-1769072.vasp,Ba10Sb6,-27.67615082
OQMD-8193959.vasp,Cl2I4Nb2O2,-31.22051443
OQMD-7766241.vasp,Cu3Mn1S4,-14.379166
OQMD-2898860.vasp,Ge6O24Zn12,-142.15869874
OQMD-7816065.vasp,Ag2Fe2O4,-21.66781122
OQMD-44395.vasp,As2Sn2Sr1,-11.43831974
OQMD-59596.vasp,Na2Nb2Se4,-29.25886035
OQMD-9657598.vasp,La4Mg4,-10.95831353
OQMD-8699710.vasp,Cu4Se12Tl4Zr4,-60.9055328
OQMD-8550609.vasp,O24Te8,-117.66062621
OQMD-8627542.vasp,Eu6Sn10,-36.9032796
OQMD-2044172.vasp,In8S16Tl8,-66.81369653
OQMD-9686014.vasp,Sb8Zn8,-2.62350916
OQMD-7735875.vasp,Br2Er2S2,-21.42481877
OQMD-7728997.vasp,Bi4Mn2S8,-36.70209372
OQMD-1768963.vasp,Ba4S8Sn4,-48.72572684
OQMD-48116.vasp,Si2Te2Zr2,-24.40062725
OQMD-1910264.vasp,B2N2,-31.24024528
OQMD-1902505.vasp,Fe2O7P2,-56.72616328
OQMD-184320.vasp,Cl4F4Sn4,-25.95326668
OQMD-2025335.vasp,O18P4Te4,-124.96511425
OQMD-179453.vasp,As2Hg2O6,-31.10995999
OQMD-45322.vasp,C1N2Na2,-25.39579688
OQMD-1925758.vasp,Cr2La4O12,-107.26429509
OQMD-8116405.vasp,Cl8Mn2,-12.92297023
OQMD-9070155.vasp,H2Rb2S2,-14.43760074
OQMD-2065365.vasp,Fe6O24V6,-173.62120765
OQMD-9070153.vasp,Be2Cl4,-15.90002048
OQMD-9751510.vasp,Ca4Mn8O16,-130.52293483
OQMD-7833561.vasp,Ag2Ba2F2Se2,-18.63631569
OQMD-7824849.vasp,Ca2O8Sn3,-59.04646115
OQMD-245951.vasp,Bi4Pd4Te4,-19.55585869
OQMD-8631012.vasp,Ag9Cd9,31.34763849
OQMD-6097445.vasp,Co2Rh1Se6,-22.9231284
OQMD-184625.vasp,As4Ni4S4,-27.52746311
OQMD-7763669.vasp,Ni1S6Ta2,-38.73563577
OQMD-8599929.vasp,Pt4Te8,-22.14224938
OQMD-1999312.vasp,Pr2Si4,-25.36147857
OQMD-1921654.vasp,K2Mn2P2,-12.49476929
OQMD-9712341.vasp,Nb8S16V2,-130.46107689
OQMD-787444.vasp,Mg8O16Si4,-152.30138297
OQMD-3492866.vasp,In8P12S36,-173.03522839
OQMD-1928801.vasp,S12Sb8,-56.0798624
OQMD-7782999.vasp,Cr1Ni3Se4,-11.38313225
OQMD-7774855.vasp,Cu3Mn1Se4,-10.61383354
OQMD-62917.vasp,Bi2O4Rb2,-24.94499122
OQMD-184544.vasp,Ge8Mo4,-41.96498488
OQMD-1280625.vasp,Cs4Hg2I8,-0.92652096
OQMD-9811305.vasp,Cl36Pt12,-47.88795908
OQMD-2035886.vasp,Cl8O12Sb8Zn4,-94.50844047
OQMD-5249443.vasp,Cl32Ga8Tl8,-74.62957693
OQMD-9677495.vasp,Ni1S8Ti4,-61.72462436
OQMD-7744247.vasp,H4Lu4O8,-92.90683927
OQMD-36924.vasp,As1Lu1,-6.90740797
OQMD-1927271.vasp,P4Pb4Se12,-50.59919593
OQMD-2047332.vasp,As8Na8O16,-130.89593448
OQMD-40598.vasp,Mn1Ni3,-0.38861073
OQMD-2060942.vasp,H4I4K4O20Se2,-108.69437334
OQMD-7770919.vasp,Al2Mg1Se4,-20.08356613
OQMD-1770968.vasp,As4F12,-45.44459199
OQMD-10020480.vasp,Li84Si20,-240.09081768
OQMD-47278.vasp,Fe2P4,-26.97999098
OQMD-8619265.vasp,P8Yb6,-61.82123934
OQMD-2027808.vasp,O16Sn8Ti4,-144.63460897
OQMD-7773853.vasp,Cs6Te6,-12.82370082
OQMD-9652472.vasp,Ag2F2O4,-15.35152594
OQMD-7735889.vasp,Br8Zr2,-22.25653283
OQMD-8326139.vasp,Bi2Se2Te1,-9.66903917
OQMD-776808.vasp,Ge4Mg4O12,-97.46708275
OQMD-10033263.vasp,N24Nd8O72,-527.16835425
OQMD-9108380.vasp,Cu3Nb1S4,-20.14974237
OQMD-47514.vasp,Mo2P4,-26.60000432
OQMD-1769936.vasp,Al4Br12,-26.56973032
OQMD-9065331.vasp,Mn2S1Se3,-15.37858619
OQMD-5188799.vasp,H4In4O8,-66.65286599
OQMD-46921.vasp,As2Cd2K2,-2.03604892
OQMD-8347285.vasp,Ga1I4Li1O12,-55.30154074
OQMD-1902542.vasp,O4Si2,-38.45947748
OQMD-5239553.vasp,Br8S12Si8,-85.0102247
OQMD-2074914.vasp,Br4Cu4P16S12,-103.59944094
OQMD-9063922.vasp,Se1Yb1,-6.44931614
OQMD-185589.vasp,Au4Cs4O4,-15.71084524
OQMD-9432829.vasp,Ag2F8Sr1,-17.39938509
OQMD-7783589.vasp,Cl4Cu1Fe1,-4.50880426
OQMD-181910.vasp,B2C2Li2,-33.82637704
OQMD-1926081.vasp,Hg4K8S8,-19.75499053
OQMD-352976.vasp,I4In4Te4,-11.73041431
OQMD-7787965.vasp,As8Se16Tl8,-65.05634493
OQMD-1769503.vasp,Br4Cu4Te8,-12.16208545
OQMD-223550.vasp,Li8O20Te8,-143.64205562
OQMD-7818121.vasp,F6Sn1Zn1,-17.99474378
OQMD-1926790.vasp,Au1Li1O14S4,-80.73439058
OQMD-7733471.vasp,Pd4S6Tl2,-24.35508123
OQMD-7768051.vasp,K2Te5,-9.53940047
OQMD-7746801.vasp,Hf2Se10,-39.36671988
OQMD-10047166.vasp,H16O64P16Sr16,-599.05101403
OQMD-9149098.vasp,Li4O6Sn2,-52.80373206
OQMD-2858389.vasp,Al18Co4,-61.94251241
OQMD-184273.vasp,Ca2O8S2,-57.94253446
OQMD-1952207.vasp,B4S12Sr6,-84.96628719
OQMD-8358337.vasp,Cr2O8Ta2,-77.08722485
OQMD-9663371.vasp,Ni2P4Zr4,-44.82941268
OQMD-9069284.vasp,Cr2S2Se2,-19.28616041
OQMD-1283350.vasp,C1Cl8Sc5,-47.75958708
OQMD-8631422.vasp,B4Na4S10,-64.36812992
